학교명,전공명,과목명
서울대학교,고고미술사학과,미술사연구이론
서울대학교,고고미술사학과,고고학방법론
서울대학교,고고미술사학과,한국의 근현대미술
서울대학교,고고미술사학과,현대미술과 시각문화
서울대학교,고고미술사학과,일본의 회화
서울대학교,고고미술사학과,생계경제고고학
서울대학교,고고미술사학과,고고학과 사회복합화
서울대학교,고고미술사학과,한국고고학 3(삼국시대)
서울대학교,고고미술사학과,한국의 불교미술
서울대학교,고고미술사학과,한국고고학 4(통일신라·고려·조선시대)
서울대학교,고고미술사학과,고고학과 자료분석
서울대학교,고고미술사학과,한국고고학 1(구석기시대·신석기시대·청동기시대Ⅰ)
서울대학교,고고미술사학과,한국고고학 2(청동기시대Ⅱ·초기철기시대·원삼국시대)
서울대학교,고고미술사학과,세계의 선사문화
서울대학교,고고미술사학과,일본의 미술
서울대학교,고고미술사학과,서양의 19세기 미술
서울대학교,고고미술사학과,"유럽의 17, 18세기 미술"
서울대학교,국어국문학과,한국어의미론
서울대학교,국어국문학과,한국구비문학론
서울대학교,국어국문학과,한국현대소설강독
서울대학교,국어국문학과,한국현대문학비평
서울대학교,국어국문학과,한국현대시강독
서울대학교,국어국문학과,한국어어휘론
서울대학교,국어국문학과,한국영상문학론
서울대학교,국어국문학과,한국어학자료읽기
서울대학교,국어국문학과,세계 속의 한국문학
서울대학교,국어국문학과,한국고전소설강독
서울대학교,국어국문학과,"소설, 영화, 대중문화 컨텐츠를 통해 보는 현대 한국"
서울대학교,국어국문학과,K문학의 이해
서울대학교,국어국문학과,한국학으로서의 한국문학
서울대학교,국어국문학과,한국어학사
서울대학교,국어국문학과,한국어방언학
서울대학교,국어국문학과,한국어음운론
서울대학교,국어국문학과,한국고전시가강독
서울대학교,국어국문학과,한국현대희곡론
서울대학교,국어국문학과,한국문학연구입문
서울대학교,국어국문학과,한국어연구입문
서울대학교,국어국문학과,한국고전문학사
서울대학교,국어국문학과,한국현대문학사
서울대학교,국어국문학과,한국고전산문강독
서울대학교,국어국문학과,한국어의 역사
서울대학교,국어국문학과,한국어문법론
서울대학교,국어국문학과,한국어정보의 전산처리
서울대학교,국어국문학과,한국고전시가론
서울대학교,국어국문학과,한국한문학론
서울대학교,국어국문학과,한국현대작가론
서울대학교,국어국문학과,한국현대소설론
서울대학교,국어국문학과,한국문학과 한국사회
서울대학교,국어국문학과,한국현대시인론
서울대학교,국어국문학과,한국현대시론
서울대학교,국어국문학과,한국고전소설론
서울대학교,노어노문학과,러시아인의 세계와 언어
서울대학교,노어노문학과,러시아연극연습
서울대학교,노어노문학과,맥락 속의 러시아어
서울대학교,노어노문학과,러시아어의 과거와 현재
서울대학교,노어노문학과,러시아문학사 2
서울대학교,노어노문학과,러시아어교육론
서울대학교,노어노문학과,러시아문예학개론
서울대학교,노어노문학과,러시아문학과 역사
서울대학교,노어노문학과,기초러시아어회화
서울대학교,노어노문학과,러시아시와 노래
서울대학교,노어노문학과,러시아문학강독
서울대학교,노어노문학과,러시아학입문
서울대학교,노어노문학과,러시아예술과 문화
서울대학교,노어노문학과,러시아문학과 사상의 흐름
서울대학교,노어노문학과,세계속의 러시아어
서울대학교,노어노문학과,러시아어교재연구 및 지도법
서울대학교,노어노문학과,러시아어학개론
서울대학교,노어노문학과,러시아어문학논문쓰기
서울대학교,노어노문학과,고급 러시아어
서울대학교,노어노문학과,러시아어 음성학: 발음과 억양
서울대학교,노어노문학과,동유럽 문학과 사회
서울대학교,노어노문학과,러시아 영화와 현대사회
서울대학교,노어노문학과,러시아학 특강
서울대학교,노어노문학과,러시아시의 이해
서울대학교,노어노문학과,러시아문학작가연구 2
서울대학교,노어노문학과,러시아문학작가연구 1
서울대학교,노어노문학과,러시아어교과 논리 및 논술
서울대학교,노어노문학과,러시아문학비평론
서울대학교,노어노문학과,러시아문학특강
서울대학교,노어노문학과,러시아어와 인지
서울대학교,노어노문학과,러시아어에세이연습
서울대학교,노어노문학과,러시아연극
서울대학교,노어노문학과,러시아문학사1
서울대학교,노어노문학과,러시아환상문학
서울대학교,독어독문학과,"독일의 신화, 민담, 동화"
서울대학교,독어독문학과,고급독일어 2
서울대학교,독어독문학과,독일어의 구조
서울대학교,독어독문학과,독문학과 공연예술
서울대학교,독어독문학과,독일소설
서울대학교,독어독문학과,독일시
서울대학교,독어독문학과,독일희곡
서울대학교,독어독문학과,독문번역연습2
서울대학교,독어독문학과,고급독일어 1
서울대학교,독어독문학과,독일문학사 2
서울대학교,독어독문학과,독일문학사 1
서울대학교,독어독문학과,독일어집중회화 2
서울대학교,독어독문학과,독일어집중회화 1
서울대학교,독어독문학과,독일어의 역사
서울대학교,독어독문학과,영화로 보는 독일문화
서울대학교,독어독문학과,독일매체이론의 이해
서울대학교,독어독문학과,현대독일작가론
서울대학교,독어독문학과,독일문화이론
서울대학교,독어독문학과,응용 독어학의 이론과 실제
서울대학교,독어독문학과,독어독문학특강
서울대학교,독어독문학과,독어학의 이해
서울대학교,독어독문학과,독문번역연습 1
서울대학교,독어독문학과,독일문학개론
서울대학교,독어독문학과,EU와 독일어권 문화
서울대학교,독어독문학과,독일어권의 문학과 예술
서울대학교,독어독문학과,독일의 언어문화
서울대학교,독어독문학과,독문법 및 작문
서울대학교,미학과,동양예술론
서울대학교,미학과,미학원론
서울대학교,미학과,시각예술미학특강
서울대학교,미학과,무용미학
서울대학교,미학과,예술심리학
서울대학교,미학과,예술사회학
서울대학교,미학과,미술사론
서울대학교,미학과,영상미학
서울대학교,미학과,연극미학
서울대학교,미학과,미술비평론
서울대학교,미학과,한국예술사상
서울대학교,미학과,고중세미학
서울대학교,미학과,근대미학
서울대학교,미학과,프랑스미학
서울대학교,미학과,동양미학개론
서울대학교,미학과,매체미학
서울대학교,미학과,사진미학
서울대학교,미학과,고전미학특강
서울대학교,미학과,사회미학특강
서울대학교,미학과,근대미학특강
서울대학교,미학과,음악론특강
서울대학교,미학과,분석미학
서울대학교,미학과,독일미학
서울대학교,미학과,독일미학특강
서울대학교,미학과,동양미학특강
서울대학교,미학과,영미미학특강
서울대학교,미학과,조형예술미학
서울대학교,미학과,프랑스미학특강
서울대학교,미학과,음악미학
서울대학교,불어불문학과,세계속의 프랑스어
서울대학교,불어불문학과,프랑스 영화와 예술
서울대학교,불어불문학과,프랑스문학특강
서울대학교,불어불문학과,현대프랑스문화현상과 이론
서울대학교,불어불문학과,프랑스언어학특강
서울대학교,불어불문학과,현대프랑스언어학
서울대학교,불어불문학과,고급프랑스어회화
서울대학교,불어불문학과,프랑스비평
서울대학교,불어불문학과,현대프랑스문화분석
서울대학교,불어불문학과,프랑스어문법과 텍스트
서울대학교,불어불문학과,20세기프랑스소설
서울대학교,불어불문학과,19세기프랑스소설
서울대학교,불어불문학과,프랑스문학개론 1
서울대학교,불어불문학과,18세기프랑스문학
서울대학교,불어불문학과,프랑스어학개론 2
서울대학교,불어불문학과,프랑스어문법과 작문
서울대학교,불어불문학과,프랑스연극
서울대학교,불어불문학과,프랑스어권문학강독
서울대학교,불어불문학과,시청각프랑스어연습
서울대학교,불어불문학과,프랑스문학과 예술의 흐름
서울대학교,불어불문학과,프랑스어학개론 1
서울대학교,서어서문학과,스페인어교재연구 및 지도법
서울대학교,서어서문학과,고급스페인어회화
서울대학교,서어서문학과,스페인희곡
서울대학교,서어서문학과,스페인소설
서울대학교,서어서문학과,중남미소설
서울대학교,서어서문학과,스페인시강독
서울대학교,서어서문학과,중남미시연습
서울대학교,서어서문학과,스페인어교육론
서울대학교,서어서문학과,스페인어학개론
서울대학교,서어서문학과,중남미문화비평
서울대학교,서어서문학과,스페인어권문화강독
서울대학교,서어서문학과,중급스페인어작문
서울대학교,서어서문학과,중급스페인어회화
서울대학교,서어서문학과,스페인문학사
서울대학교,서어서문학과,스페인사회와 문화
서울대학교,서어서문학과,스페인어의 세계
서울대학교,서어서문학과,스페인 영화의 이해
서울대학교,서어서문학과,현대라틴아메리카의 대중문화
서울대학교,서어서문학과,스페인어학연습 2
서울대학교,서어서문학과,스페인어번역연습
서울대학교,서어서문학과,중남미문학사
서울대학교,서어서문학과,스페인어 문법과 의미
서울대학교,서어서문학과,스페인어 문법과 구조
서울대학교,서어서문학과,고급스페인어작문
서울대학교,서어서문학과,스페인어 교과 논리 및 논술
서울대학교,서어서문학과,스페인어학연습 1
서울대학교,서어서문학과,라틴아메리카 영화와 현대사회
서울대학교,서어서문학과,중남미문학특강
서울대학교,서어서문학과,스페인문학특강
서울대학교,아시아언어문명학부,전후 일본 문화와 예술
서울대학교,아시아언어문명학부,전후 일본사회와 영화
서울대학교,아시아언어문명학부,일본론 특강
서울대학교,아시아언어문명학부,타이어 강독
서울대학교,아시아언어문명학부,동남아시아 문학의 이해
서울대학교,아시아언어문명학부,동남아시아의 전통예술과 대중문화
서울대학교,아시아언어문명학부,동남아시아의 국가와 사회
서울대학교,아시아언어문명학부,이슬람 고전 강독
서울대학교,아시아언어문명학부,서아시아 문학의 이해
서울대학교,아시아언어문명학부,서아시아 문명 특강
서울대학교,아시아언어문명학부,고급 아랍어 1
서울대학교,아시아언어문명학부,고급 터키어 1
서울대학교,아시아언어문명학부,고급 터키어 2
서울대학교,아시아언어문명학부,서아시아 언어의 세계
서울대학교,아시아언어문명학부,이슬람 사상과 근현대 서아시아
서울대학교,아시아언어문명학부,이슬람세계 예술의 이해
서울대학교,아시아언어문명학부,이슬람 사상 특강
서울대학교,아시아언어문명학부,중급 아랍어 2
서울대학교,아시아언어문명학부,중급 터키어 1
서울대학교,아시아언어문명학부,중급 터키어 2
서울대학교,아시아언어문명학부,고급 아랍어 2
서울대학교,아시아언어문명학부,인도영화와 현대 사회
서울대학교,아시아언어문명학부,산스크리트어강독 2
서울대학교,아시아언어문명학부,산스크리트어강독 1
서울대학교,아시아언어문명학부,일본현대소설
서울대학교,아시아언어문명학부,일본의 사상과 문명
서울대학교,아시아언어문명학부,일본근대문학
서울대학교,아시아언어문명학부,말레이-인도네시아어 강독 2
서울대학교,아시아언어문명학부,말레이-인도네시아어 강독 1
서울대학교,아시아언어문명학부,동남아시아 디아스포라의 과거와 현재-지역과 세계
서울대학교,아시아언어문명학부,세계사 속의 동남아시아
서울대학교,아시아언어문명학부,아시아문명교류사
서울대학교,아시아언어문명학부,힌디어강독
서울대학교,아시아언어문명학부,인도 근현대 문화와 예술
서울대학교,아시아언어문명학부,남아시아의 언어
서울대학교,아시아언어문명학부,인도의 사상과 종교
서울대학교,아시아언어문명학부,인도고전문학
서울대학교,아시아언어문명학부,일본고전문학
서울대학교,아시아언어문명학부,인도문명특강
서울대학교,아시아언어문명학부,인도사상특강
서울대학교,아시아언어문명학부,아시아문명연구의 시각
서울대학교,아시아언어문명학부,근·현대 인도의 사회와 문화
서울대학교,아시아언어문명학부,해양부 동남아시아의 사회와 문화
서울대학교,아시아언어문명학부,대륙부 동남아시아의 사회와 문화
서울대학교,아시아언어문명학부,동남아시아 문명 특강
서울대학교,아시아언어문명학부,동남아시아의 사상과 문명
서울대학교,아시아언어문명학부,아시아연구지도
서울대학교,아시아언어문명학부,이슬람의 다양성:순니와 시아
서울대학교,아시아언어문명학부,일본 근대 시각문화
서울대학교,아시아언어문명학부,중급 아랍어 1
서울대학교,아시아언어문명학부,일본문헌 번역연습
서울대학교,아시아언어문명학부,일본문명특강
서울대학교,아시아언어문명학부,베트남어 강독 2
서울대학교,아시아언어문명학부,베트남어 강독 1
서울대학교,아시아언어문명학부,페르시아어강독 2
서울대학교,아시아언어문명학부,페르시아어강독 1
서울대학교,아시아언어문명학부,중동현대사의 쟁점들
서울대학교,아시아언어문명학부,일본문헌강독 2
서울대학교,아시아언어문명학부,일본문헌강독 1
서울대학교,아시아언어문명학부,힌디어 문헌강독
서울대학교,아시아언어문명학부,인도문명의 이해
서울대학교,아시아언어문명학부,서아시아문명의 이해
서울대학교,아시아언어문명학부,동남아시아문명의 이해
서울대학교,아시아언어문명학부,일본문명의 이해
서울대학교,아시아언어문명학부,인도의 신화와 예술
서울대학교,아시아언어문명학부,인도문학의 이해
서울대학교,아시아언어문명학부,인도사 1
서울대학교,아시아언어문명학부,인도사 2
서울대학교,아시아언어문명학부,인도현대문학
서울대학교,아시아언어문명학부,아시아문명론입문
서울대학교,아시아언어문명학부,고대서아시아문명
서울대학교,아시아언어문명학부,이슬람문명의 기원과 전개
서울대학교,아시아언어문명학부,일본 전통 문화와 예술
서울대학교,아시아언어문명학부,집중일본어 2
서울대학교,아시아언어문명학부,집중일본어 1
서울대학교,아시아언어문명학부,집중 타이어 2
서울대학교,아시아언어문명학부,집중 타이어 1
서울대학교,아시아언어문명학부,동남아시아 문학 특강
서울대학교,아시아언어문명학부,동남아시아의 종교와 문명
서울대학교,아시아언어문명학부,집중페르시아어 2
서울대학교,아시아언어문명학부,집중페르시아어 1
서울대학교,아시아언어문명학부,고대서아시아 신화와 문학
서울대학교,언어학과,만주어
서울대학교,언어학과,언어학사
서울대학교,언어학과,형태론
서울대학교,언어학과,의미론
서울대학교,언어학과,역사비교언어학
서울대학교,언어학과,통사론
서울대학교,언어학과,사회언어학
서울대학교,언어학과,언어조사 및 분석
서울대학교,언어학과,심리언어학
서울대학교,언어학과,특수언어특강
서울대학교,언어학과,컴퓨터언어학
서울대학교,언어학과,언어학연습 1
서울대학교,언어학과,응용음성학
서울대학교,언어학과,언어와 정보처리
서울대학교,언어학과,언어학연습 2
서울대학교,언어학과,심화음운론
서울대학교,언어학과,추론과 언어직관
서울대학교,언어학과,심화통사론
서울대학교,언어학과,언어데이터과학
서울대학교,언어학과,수어언어학
서울대학교,언어학과,언어습득
서울대학교,언어학과,언어학을 위한 통계
서울대학교,언어학과,실험언어학
서울대학교,언어학과,인도유럽언어학
서울대학교,언어학과,알타이언어학
서울대학교,언어학과,화용론
서울대학교,언어학과,언어장애 및 치료
서울대학교,언어학과,언어와 언어학
서울대학교,언어학과,언어와 컴퓨터
서울대학교,언어학과,말소리의 세계
서울대학교,언어학과,세계의 언어
서울대학교,언어학과,음운론
서울대학교,역사학부,서양사특강
서울대학교,역사학부,서양고대사: 지중해 세계의 형성과 변화
서울대학교,역사학부,서양중세사: 기독교 세계의 형성과 변화 
서울대학교,역사학부,서양근대사: 유럽과 근대 세계
서울대학교,역사학부,서양현대사
서울대학교,역사학부,글로벌 제국사
서울대학교,역사학부,프랑스혁명을 보는 새로운 관점
서울대학교,역사학부,이주와 이동의 역사
서울대학교,역사학부,기업과 자본주의의 역사
서울대학교,역사학부,냉전의 역사
서울대학교,역사학부,독재와 파시즘의 역사
서울대학교,역사학부,"교환의 역사: 화폐, 상품, 시장"
서울대학교,역사학부,러시아사
서울대학교,역사학부,한국고대사
서울대학교,역사학부,한국근대사
서울대학교,역사학부,한국중세사
서울대학교,역사학부,한국고대사상사
서울대학교,역사학부,한국사특강 1
서울대학교,역사학부,한국근세사상사
서울대학교,역사학부,한국과학기술사
서울대학교,역사학부,한국사특강 2
서울대학교,역사학부,한국독립운동사
서울대학교,역사학부,한국정치사회사
서울대학교,역사학부,한국현대사
서울대학교,역사학부,동아시아 문헌과 규장각
서울대학교,역사학부,한국사를 보는 관점과 자료
서울대학교,역사학부,20세기 한국사
서울대학교,역사학부,한국사와 생활문화
서울대학교,역사학부,한국근세사
서울대학교,역사학부,원어로 읽는 유럽사
서울대학교,역사학부,동남아시아의 역사와 해상무역
서울대학교,역사학부,개관 베트남사
서울대학교,역사학부,동남아시아 및 주변의 역사와 기억
서울대학교,역사학부,근세무슬림제국과 그 유산
서울대학교,역사학부,서아시아사 특강
서울대학교,역사학부,몽골세계제국사
서울대학교,역사학부,전통중국의 사상과 종교
서울대학교,역사학부,동아시아역사고전독해
서울대학교,역사학부,아시아사입문
서울대학교,역사학부,개관일본사
서울대학교,역사학부,이탈리아사
서울대학교,역사학부,미국사
서울대학교,역사학부,프랑스사
서울대학교,역사학부,사료로 보는 서양사
서울대학교,역사학부,독일사
서울대학교,역사학부,중국현대사
서울대학교,역사학부,중국중세사
서울대학교,역사학부,한국사회경제사
서울대학교,역사학부,한국현대사특강
서울대학교,역사학부,한국중세사상사
서울대학교,역사학부,동아시아 사회경제사 특강
서울대학교,역사학부,세계사 속의 중앙유라시아사
서울대학교,역사학부,아시아사특강
서울대학교,역사학부,일본근현대사1
서울대학교,역사학부,일본근현대사2
서울대학교,역사학부,일본사특강
서울대학교,역사학부,일본고중세사
서울대학교,역사학부,중국고대사
서울대학교,역사학부,중국근대사
서울대학교,역사학부,중국근세사
서울대학교,역사학부,한국사를 이끈 사상가들
서울대학교,역사학부,공공역사의 이론과 실천
서울대학교,역사학부,동서양 법문화와 생활
서울대학교,역사학부,근대서양의 인종과 식민주의
서울대학교,역사학부,영어로 역사 읽기
서울대학교,역사학부,영국사
서울대학교,역사학부,역사와 디지털 인문학
서울대학교,역사학부,역사 공부의 기초
서울대학교,역사학부,한문사료강독 2
서울대학교,역사학부,역사학 논문쓰기 2
서울대학교,역사학부,역사학 논문쓰기 3
서울대학교,역사학부,젠더로 이해하는 역사
서울대학교,역사학부,세계 유산으로 보는 역사
서울대학교,역사학부,역사학의 역사
서울대학교,역사학부,국제관계사특강
서울대학교,역사학부,대중문화 속의 역사 읽기
서울대학교,역사학부,한문사료강독 1
서울대학교,역사학부,역사학 논문쓰기 1
서울대학교,역사학부,글로벌 생태환경사
서울대학교,영어영문학과,르네상스 영국 드라마
서울대학교,영어영문학과,현대영시
서울대학교,영어영문학과,19세기 영국소설
서울대학교,영어영문학과,17ㆍ18세기 영국시
서울대학교,영어영문학과,18세기 영국소설
서울대학교,영어영문학과,비평이론
서울대학교,영어영문학과,영문학특강 1
서울대학교,영어영문학과,영문학특강 2
서울대학교,영어영문학과,현대영미드라마
서울대학교,영어영문학과,영어의미의 이해
서울대학교,영어영문학과,영어문장구조의 이해
서울대학교,영어영문학과,영어습득의 이해
서울대학교,영어영문학과,영어 말소리의 이해
서울대학교,영어영문학과,현대영국소설
서울대학교,영어영문학과,영문학과 대중문화
서울대학교,영어영문학과,현대미국소설
서울대학교,영어영문학과,영어학입문
서울대학교,영어영문학과,영미명작의 세계
서울대학교,영어영문학과,고급영문법
서울대학교,영어영문학과,19세기 미국소설
서울대학교,영어영문학과,영작문
서울대학교,영어영문학과,영어와 사회
서울대학교,영어영문학과,영어담화분석
서울대학교,영어영문학과,영어발달사
서울대학교,영어영문학과,셰익스피어
서울대학교,영어영문학과,코퍼스 영어학
서울대학교,영어영문학과,중세영문학
서울대학교,영어영문학과,르네상스 영시
서울대학교,영어영문학과,미국시
서울대학교,영어영문학과,영어학특강
서울대학교,영어영문학과,최근 영어권 소설
서울대학교,영어영문학과,소설의 이론과 서사 전통
서울대학교,영어영문학과,여성문학의 전통
서울대학교,영어영문학과,영국문학개관 1
서울대학교,영어영문학과,영국문학개관 2
서울대학교,영어영문학과,미국문학개관
서울대학교,영어영문학과,19세기 영국시
서울대학교,영어영문학과,영문학입문
서울대학교,인문대학,소그룹 인문학 주제 탐구 1
서울대학교,인문대학,소그룹 인문학 주제 탐구 2
서울대학교,인문대학,프랑스문학강독
서울대학교,인문대학,프랑스시
서울대학교,인문대학,중세 프랑스문학
서울대학교,종교학과,한국유교
서울대학교,종교학과,비교종교학
서울대학교,종교학과,한국종교
서울대학교,종교학과,한국불교
서울대학교,종교학과,종교의례
서울대학교,종교학과,일본종교
서울대학교,종교학과,종교교육론
서울대학교,종교학과,동아시아의 종교와 문화
서울대학교,종교학과,원시종교
서울대학교,종교학과,고대종교
서울대학교,종교학과,현대종교
서울대학교,종교학과,경전과 고전
서울대학교,종교학과,신비주의
서울대학교,종교학과,종교교육 논리 및 논술
서울대학교,종교학과,한국기독교
서울대학교,종교학과,신화학
서울대학교,종교학과,세계종교
서울대학교,종교학과,불교개론
서울대학교,종교학과,기독교개론
서울대학교,종교학과,종교와 종교학
서울대학교,종교학과,인도종교
서울대학교,종교학과,유교개론
서울대학교,종교학과,이슬람교개론
서울대학교,종교학과,도교개론
서울대학교,종교학과,종교학의 전개
서울대학교,종교학과,종교현상학
서울대학교,종교학과,종교철학
서울대학교,종교학과,종교인류학
서울대학교,종교학과,종교사회학
서울대학교,종교학과,한국민속종교
서울대학교,종교학과,종교심리학
서울대학교,종교학과,종교 교재 연구 및 지도법
서울대학교,중어중문학과,현대중국의 영화와 사회
서울대학교,중어중문학과,중국어어휘론
서울대학교,중어중문학과,중국어학의 이해
서울대학교,중어중문학과,중국어학특강
서울대학교,중어중문학과,중국어음성학
서울대학교,중어중문학과,중국어발표와 토론
서울대학교,중어중문학과,중국어글쓰기
서울대학교,중어중문학과,중국사회문화론특강
서울대학교,중어중문학과,시경.초사
서울대학교,중어중문학과,중국공연예술
서울대학교,중어중문학과,중국사곡강독
서울대학교,중어중문학과,중국현대문학론
서울대학교,중어중문학과,중국어문법
서울대학교,중어중문학과,중국 전통 문화의 의미와 현대 중국
서울대학교,중어중문학과,중국역대산문강독2
서울대학교,중어중문학과,중국역대산문강독1
서울대학교,중어중문학과,고급중국어
서울대학교,중어중문학과,중국현대문학강독
서울대학교,중어중문학과,중국소설과 문화
서울대학교,중어중문학과,중국문학사
서울대학교,중어중문학과,중국어문학논문쓰기
서울대학교,중어중문학과,고대 중국의 텍스트와 현대사회
서울대학교,중어중문학과,현대중국소설
서울대학교,중어중문학과,중국의 대중문학
서울대학교,중어중문학과,중국현대명작의 세계
서울대학교,중어중문학과,중국고전문학탐색
서울대학교,중어중문학과,중국어교육론
서울대학교,중어중문학과,중국어교재연구 및 지도법
서울대학교,중어중문학과,중국어교과 논리 및 논술
서울대학교,중어중문학과,한문강독 1
서울대학교,중어중문학과,한문강독 2
서울대학교,중어중문학과,중국역대시가강독1
서울대학교,중어중문학과,중국역대시가강독2
서울대학교,중어중문학과,한문문법
서울대학교,중어중문학과,한자의 세계
서울대학교,철학과,서양고대철학
서울대학교,철학과,실존철학
서울대학교,철학과,언어철학
서울대학교,철학과,서양중세철학
서울대학교,철학과,서양근대철학
서울대학교,철학과,한국불교철학
서울대학교,철학과,인식론
서울대학교,철학과,사회철학
서울대학교,철학과,윤리학
서울대학교,철학과,인도불교철학
서울대학교,철학과,철학교재연구 및 지도법
서울대학교,철학과,철학교육론
서울대학교,철학과,철학 교육을 위한 논리학
서울대학교,철학과,기호논리학
서울대학교,철학과,한국철학사
서울대학교,철학과,중국고대철학
서울대학교,철학과,현대프랑스철학
서울대학교,철학과,현상학
서울대학교,철학과,젠더철학
서울대학교,철학과,역사철학
서울대학교,철학과,도가철학
서울대학교,철학과,문화철학
서울대학교,철학과,서양근대철학특강
서울대학교,철학과,윤리학특강
서울대학교,철학과,형이상학
서울대학교,철학과,사회철학특강
서울대학교,철학과,과학철학
서울대학교,철학과,서양현대철학특강
서울대학교,철학과,서양고중세철학특강
서울대학교,철학과,송명대 신유학
서울대학교,철학과,중국근현대철학
서울대학교,철학과,신유학특강
서울대학교,철학과,제자백가철학특강
서울대학교,철학과,불교철학특강
서울대학교,철학과,심리철학
서울대학교,물리·천문학부(물리학전공),현대물리학의 기초
서울대학교,물리·천문학부(물리학전공),고급 양자물리
서울대학교,물리·천문학부(물리학전공),고급 양자물리 연습
서울대학교,물리·천문학부(물리학전공),단학기 전자기학
서울대학교,물리·천문학부(물리학전공),기초현대물리실험
서울대학교,물리·천문학부(물리학전공),양자정보와 양자컴퓨팅 개론
서울대학교,물리·천문학부(물리학전공),"계산, 학습, 그리고 물리"
서울대학교,물리·천문학부(물리학전공),위상수학과 물질 물리학
서울대학교,물리·천문학부(물리학전공),역학
서울대학교,물리·천문학부(물리학전공),고급 역학
서울대학교,물리·천문학부(물리학전공),전기와 자기
서울대학교,물리·천문학부(물리학전공),고급광학
서울대학교,물리·천문학부(물리학전공),고체의 성질
서울대학교,물리·천문학부(물리학전공),기본물리수학
서울대학교,물리·천문학부(물리학전공),물리연구 3
서울대학교,물리·천문학부(물리학전공),물리연구 4
서울대학교,물리·천문학부(물리학전공),물리학과 신기술
서울대학교,물리·천문학부(물리학전공),상대론과 시공간
서울대학교,물리·천문학부(물리학전공),생물계물리입문
서울대학교,물리·천문학부(물리학전공),양자물리
서울대학교,물리·천문학부(물리학전공),양자물리 연습
서울대학교,물리·천문학부(물리학전공),역학 연습
서울대학교,물리·천문학부(물리학전공),고급 역학 연습
서울대학교,물리·천문학부(물리학전공),유체역학
서울대학교,물리·천문학부(물리학전공),응집물질과 집단현상
서울대학교,물리·천문학부(물리학전공),전기와 자기 연습
서울대학교,물리·천문학부(물리학전공),전산물리
서울대학교,물리·천문학부(물리학전공),전자기파와 광학 연습
서울대학교,물리·천문학부(물리학전공),중급물리실험2
서울대학교,물리·천문학부(물리학전공),핵과 기본입자
서울대학교,물리·천문학부(물리학전공),중급물리실험1
서울대학교,물리·천문학부(천문학전공),전기와 자기
서울대학교,물리·천문학부(천문학전공),우주환경
서울대학교,물리·천문학부(천문학전공),전산천문학
서울대학교,물리·천문학부(천문학전공),천문관측 및 실험1
서울대학교,물리·천문학부(천문학전공),천문관측 및 실험2
서울대학교,물리·천문학부(천문학전공),천문기기개론
서울대학교,물리·천문학부(천문학전공),천체물리학개론1
서울대학교,물리·천문학부(천문학전공),천체물리학개론2
서울대학교,물리·천문학부(천문학전공),태양계천문학 및 실험
서울대학교,물리·천문학부(천문학전공),항성대기개론
서울대학교,물리·천문학부(천문학전공),현대우주론
서울대학교,물리·천문학부(천문학전공),은하와 우주
서울대학교,물리·천문학부(천문학전공),항성과 항성계
서울대학교,물리?천문학부,고급물리실험
서울대학교,물리?천문학부,물리수학
서울대학교,물리?천문학부,물리연구 1
서울대학교,물리?천문학부,물리연구 2
서울대학교,물리?천문학부,열과 통계물리
서울대학교,물리?천문학부,전자기파와 광학
서울대학교,생명과학부,시스템생물학
서울대학교,생명과학부,생물다양성과 환경
서울대학교,생명과학부,생명과학전공실험 2
서울대학교,생명과학부,생명과학전공실험 1
서울대학교,생명과학부,생물공학
서울대학교,생명과학부,생명과학특수연구1
서울대학교,생명과학부,생명과학연구실습4
서울대학교,생명과학부,생명과학연구실습3
서울대학교,생명과학부,생명과학연구실습2
서울대학교,생명과학부,생명과학연구실습1
서울대학교,생명과학부,생명과학 학위논문연구
서울대학교,생명과학부,발생생물학
서울대학교,생명과학부,바이러스학
서울대학교,생명과학부,미생물학2: 생체- 마이크로바이옴 상호작용
서울대학교,생명과학부,미생물학1: 미생물 유전체 발현과 기능 조절
서울대학교,생명과학부,면역학
서울대학교,생명과학부,동물생리학
서울대학교,생명과학부,생물물리학
서울대학교,생명과학부,생물정보학개론
서울대학교,생명과학부,시스템 신경과학 개론
서울대학교,생명과학부,생물분류학
서울대학교,생명과학부,생명과학을 위한 인공지능
서울대학교,생명과학부,생명과학과 미래설계
서울대학교,생명과학부,계통분류학 및 실험
서울대학교,생명과학부,현대식물학
서울대학교,생명과학부,현대생물학의 이해1
서울대학교,생명과학부,진화생물학
서울대학교,생명과학부,조직세포학
서울대학교,생명과학부,유전학
서울대학교,생명과학부,신경생물학
서울대학교,생명과학부,식물생리학
서울대학교,생명과학부,세포생물학
서울대학교,생명과학부,생태학
서울대학교,생명과학부,생물학자를 위한 전산학 개론
서울대학교,생명과학부,생물학야외실습
서울대학교,수리과학부,응용편미분방정식(짝)
서울대학교,수리과학부,현대기하학탐구
서울대학교,수리과학부,확률미분방정식  
서울대학교,수리과학부,위상수학개론 2
서울대학교,수리과학부,위상수학개론 1
서울대학교,수리과학부,암호론
서울대학교,수리과학부,실변수함수론
서울대학교,수리과학부,수학특강 2
서울대학교,수리과학부,수학특강 1
서울대학교,수리과학부,수학적 모델링 및 전산실험
서울대학교,수리과학부,수치해석개론
서울대학교,수리과학부,선형대수학 2
서울대학교,수리과학부,선형대수학 1
서울대학교,수리과학부,복소함수론 2
